pathogen_nm	pathogenType_nm	subtype	latin name	alt_latin_names	alt_common_names	ph_common_names	crops	taxonomy	notes	urls	biological_cure
Monachoria	Broadleaf Weed						Rice				
Morning glory	Broadleaf Weed		Lpomoea triloba		Littlebell,Aiea morning glory		-				
Motley dwarf virus	Virus		Luteovirus	Umbravirus	Carrot mottle virus,CMoV,Carrot red leaf virus,CaRLV,CtRLVaRNA		Carrot,Cilantro,Parsley			https://ipm.ucanr.edu/agriculture/cilantro-and-parsley/carrot-motley-dwarf/#gsc.tab=0	
Mutha grass	Grass Weed						Banana,Cacao,Citrus,Coconut,Coffee,Corn,Mango,Non-crop areas,Oil palm,Rubber,Sugarcane,Vegetables				
Neck rot	Fungus						Garlic,Lettuce,Onion,Pepper,Rice				
Nematodes	Nematode						Banana,Cotton,Cowpea,Legumes,Pineapple,Soyabeans,Sugarcane,Tobacco,White potato				
Northern corn leaf blight	Fungus						Corn				
NutSedges	Grass Weed						Pineapple				
Oriental fruit fly	Insect						Mango				
Ozone injury	Physiological		Ozone pollution				Carrot				
Paddy rice	Grass Weed						-				
Panama disease	Fungus						Banana,Banana (Cavendish),foot				
Panicle rice blast	Fungus						Rice				
Papaya fruit + root rot	Fungus		Phytophthora palmivora				Papaya,Cocnut,Palms				
Para grass	Fungus		Urochloa mutica				Banana,Cacao,Citrus,Coconut,Coffee,Corn,Mango,Non-crop areas,Oil palm,Rubber,Sugarcane,Vegetables	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Panicoideae,Genus:Urochloa			
Pepper blight	Oomycete		Phytophthora capsici				Peppers,Eggplant				
Perennial broadleaf weeds	Broadleaf Weed						-	Kingdom:Plantae,Clade:Tracheophytes,Clade:Spermatophytes,Clade:Angiosperms			
Perennial grass weeds	Grass Weed						-	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Cyperaceae			
Perennial grasses	Grass Weed						Banana (Cavendish),Cacao,Citrus,Coffee,Corn,Non-crop areas,Oil palm,Rubber	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Clade:Graminid clade,Family:Poaceae			
Perennial sedges	Grass Weed						Rice,Soyabeans				
Perennial Weeds	Grass Weed						-				
Phoma blight	Fungus						Asparagus,Eggplant				
Phomopsis blight	Fungus		Phoma asparagi		Stem blight		-				
Phymatotrichum root rot (cotton root rot)	Fungus		Phymatotrichopsis omnivora	Phymatotrichum omnivorum			Carrot				
Phythopthora Root rot	Fungus		Phytophthora cinnamomi				Pineapple				
Phythopthora rot	Fungus						Ornamentals,Papaya,Pineapple				
Phytophthora blight	Fungus		Phytophthora capsici				Eggplant,Pepper	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora			
Phytophthora infestans	Fungus		Phytophthora infestans				Potato,Tomato	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora			
Phytophthora root rot	Fungus		Phytophthora megasperma				Carrot				
Pickerel weed	Broadleaf Weed						-				
Pineapple butt rot	Fungus		Ceratocystis paradoxa	Ceratocystis paradoxa	Pineapple black rot,Base rot,White blister,Butt mold		Pineapple	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Microascales,Family:Ceratocystidaceae,Genus:Ceratocystis			
Pineapple disease	Fungus						Sugarcane				
Pineapple fruit rot	Fungus						Pineapple				
Pineapple mites	Mite						Pineapple				
Pineapple mold	Fungus						Banana,Pineapple				
Pineapple wilt	Fungus						Pineapple				
Pink disease	Fungus		Erythricium salmonicolor				Cashew nuts,Coffee,Citrus,Rubber,Cocao,Mango				
Pink disease: Jackfruit	Fungus		Botryobasidium salmonicolaor 	Corticium Salmonicolor			Jackfruit				
Pink disease: Pineapple	Fungus		Tatumella morbirosei				Pineapple				
Pink mold rot	Fungus		Trichothecium roseum	Trichothecium ptyseos 			Carrot				
Pink rot	Fungus						Celery				
Pink scavenger moth	Insect	Moth	Anatrachyntis rileyi	Pyroderces rileyi	Pink cornworm,Pink bud moth		Banana,Corn,Cotton,Lemon,Pineapple			https://lepidoptera.butterflyhouse.com.au/cosm/rileyi.html	
Pink Stem Borer	Insect	Moth	Sesamia inferens 				Rice			http://www.knowledgebank.irri.org/images/docs/managing-rice-stem-borers-in-rice-wheat-systems.pdf	
Pitmark	Fungus						Banana				
Planthoppers	Insect						Corn,Rice				
Pod rot	Fungus						Cacao				
Post-emergent broadleaf weeds	Broadleaf Weed						Corn,Rice,Sugarcane				
Potato black rot	Fungus		Erwinia atroseptica				-				
Potato cyst nematode	Nematode						Potato				
Potato tuber worm	Insect						Potato,White Potato				
Powdery mildew	Fungus		ascomycete fungi 				Asparagus,Beans,Bittergourd,Broccoli,Cabbage,Carrot,Cauliflower,Citrus,Cotton,Cruciferae,Cucumber,Cucurbits,Eggplant,Grapes,Leafy Vegetables,Legumes,Mango,Melon,Mungbeans,Okra,Orchids,Ornamentals,Papaya,peas,Pepper,Potato,Squash,Strawberry,Tomato,Vegetables,Watermelon				
Powdery scab	Cercozoa		Spongospora subterranea f. sp. Subterranea				Potato				
Purple blotch	Fungus		Alternaria porri				Garlic,Leeks,Onion,Shallots	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria			
Purple cleome	Broadleaf Weed		Cleome rutidosperma				-				
Purple nutsedge	Grass Weed		Cyperus rotundus				Sugarcane	Domain:Eukarya,Kingdom:Plantae,Phylum:Tracheophytes,Subphylum:Angiosperms,Class:Commelinids,Order:Poales,Family:Cyperaceae,			
Pythium 	Oomycetes						-	Domain:Eukaryota,Kingdom:Diaphoretickes,Division:SAR,Clade_2:Stramenopile,Phylum:Gyrista,Subphylum:Pseudofungi,Class:Oomycetes,			
Pythium brown rot and forking	Fungus		Pythium irregulare	Pythium paroecandrum,Pythium sulcatum,Pythium sylvaticum,			Carrot				
Pythium root dieback	Fungus		Pythium spp.				Carrot				
Rats	Rodent						Banana,Cocoa,Corn,Oil palm,Pineapple,Rice,Sugarcane				
Red flour beetle	Insect		Tribolium castaneum				Stored grain				
Red rot	Fungus						Sugarcane				
Red sprangletop	Broadleaf Weed		Leptochloa chinensis		Asian sprangletop, or Chinese sprangletop		Onion,Rice	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Chloridoideae,Tribe:Cynodonteae,Subtribe:Eleusininae,Genus:Leptochloa	Asteraceae=Compositae		
Redflower ragleaf	Broadleaf Weed		Crassocephalum crepidioides				NULL				
Rhizoctonia canker	Fungus		Rhizoctonia solani				Carrot				
Rhizoctonia seedling disease	Fungus		Rhizoctonia spp.				Carrot				
Rhizopus wooly soft rot	Fungus		Rhizopus arrhizus	Rhizopus oryzae,Rhizopus arrhizus,Rhizopus oryzae,Rhizopus stolonifer,Rhizopus nigricans			Carrot				
Rice	Grass Weed						Banana,Cacao,Citrus,Coffee,Cotton,Oil palm,Onion,Pineapple,Ramie,Rice,Rubber,Soyabeans,Stored grain,Tomato,Watermelon				
Rice bacterial blight	Bacteria		Xanthomonas oryzae				Rice	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Xanthomonadales,Family:Xanthomonadaceae,Genus:Xanthomonas			
Rice black bug: common	Insect		Scotinophara coarctata				Rice	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Hemiptera,Suborder:Heteroptera,Family:Pentatomidae,Subfamily:Podopinae,Tribe:Podopini,Genus:Scotinophara,	Three species of black bugs attack rice: common black bug, Malayan black bug and, Japanese rice black bug		
Rice black bug: japanese	Insect		Scotinophara latiuscula				Rice				
Rice black bug: malayan	Insect		Scotinophara lurida				Rice				
Rice blast	Fungus		Magnaporthe grisea	Magnaporthe oryzae	Blast (leaf and collar),,Rice rotten neck, rice seedling blight, blast of rice, oval leaf spot of graminea, pitting disease, ryegrass blast, Johnson spot, neck blast, wheat blast and Imochi		Rice	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Magnaporthales,Family:Magnaporthaceae,Genus:Magnaporthe			
Rice blight	Fungus		Magnaporthe grisea		Rice blast,Rice rotten neck,Rice seedling blight,Oval leaf spot of graminea,Pitting disease,Ryegrass blast,Johnson spot,Neck blast,Wheat blast,Imochi		Rice				
Rice brown leaf spot	Fungus		Cochiobolus miyabeanus				Rice	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Cochliobolus			
Rice bug	Fungus		Scotinophara coarctata		Rice black bug		Rice,Watermelon	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Hemiptera,Suborder:Heteroptera,Family:Pentatomidae,Subfamily:Podopinae,Tribe:Podopini,Genus:Scotinophara			
Rice Dark-headed striped stemborer	Insect	Moth	C. polychrysus				Rice			http://www.knowledgebank.irri.org/images/docs/managing-rice-stem-borers-in-rice-wheat-systems.pdf	
Rice ear-cutting caterpillar	Insect	Moth	Mythimna separata		Northern armyworm,Oriental armyworm		Rice				
Rice flatsedge	Grass Weed		Cyperus iria		Rice flat sedge		Rice				
Rice grain moth	Insect	Moth	Sitotroga cerealella		Angoumois grain moth		Rice	"Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:	Gelechiidae,Genus:Sitotroga"			
Rice leaffolder	Insect	Moth	Cnaphalocrocis medinalis				Rice	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Genus:Cnaphalocrocis			
Rice Stem borer	Insect	Moth					Rice			http://www.knowledgebank.irri.org/images/docs/managing-rice-stem-borers-in-rice-wheat-systems.pdf	
Rice Striped stemborer	Insect	Moth	Chilo suppressalis				Rice		"most abundant in temperate countries and in non-flooded areas.
Its damage can be as high as 100%"		
Rice swarming caterpillar	Insect	Moth	Spodoptera mauritia				Rice			http://www.knowledgebank.irri.org/training/fact-sheets/pest-management/insects/item/armyworms	
Rice weevil	Insect		Sitophilus oryzae				Stored grain,Rice				
Rice whorl maggot	Insect	Fly	Hydrellia philippina				Rice,Watermelon				
Rice Yellow stemborer	Insect	Moth	Scirpophaga incertulas				Rice			http://www.knowledgebank.irri.org/images/docs/managing-rice-stem-borers-in-rice-wheat-systems.pdf	
Rind borer	Insect	Moth	Prays endocarpa				Citrus			https://www.cabidigitallibrary.org/doi/full/10.1079/cabicompendium.43911	
Rindworm complex	Insect		Spodoptera exigua	"Spodoptera frugiperda,Spodoptera ornithogalli,Trichoplusia ni,Heliothis virescens,
,Helicoverpa zea,Estigmene acrea,
Feltia subterranea"			Watermelon				
Ringspot	Fungus		Mycosphaerella brassicicola				Cabbage	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Capnodiales,Family:Mycosphaerellaceae,Genus:Mycosphaerella,			
Rodents	Rodent						Corn,Pineapple,Rice,Sugarcane				
Root canker	Fungus		Rhizoctonia spp.				Carrot				
Root dieback	Fungus		Pythium spp.				Carrot	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:Pythium			
Root disease	Fungus						-				
Root fly	Insect						-				
Root knot	Nematode		Meloidogyne hapla				Carrot				
Root rot	Fungus		Fusarium culmorum	Rhizoctonia spp.,Sclerotium rolfsii,Fusarium spp.			Carrot				
Root scab	Physiological		Physiological				Carrot				
Root-knot nematode	Nematode						Pineapple				
Rubbery brown rot	Fungus		Phytophthora cactorum	Phytophthora megasperma			Carrot				
Rubbery slate rot	Fungus		Pythium debaryanum				Carrot				
Rusetting	Fungus						Citrus				
Rust	Fungus		Aecidium foeniculi	Uromyces graminis,Nearcticus,Uromyces scirpi,Uromyces lineolatus sp.			Banana,Beans,Carrot,Chrysanthemum,Citrus,Coffee,Corn,Mungbeans,Ornamentals,Peanut,Peas,Pepper,Snap Beans,Soyabeans,Stringbeans				
Rust-red grain beetle	Insect						-				
Saramolla grass	Grass Weed						Rice				
Saromacca grass	Grass Weed						-				
Saw toothed grain beetle	Insect						-				
Scab: Bacterial	Bacteria		Streptomyces scabiei				Potato,Beet,Carrot,Parsnip,Radish,Rutabaga,Turnip	Domain:Bacteria,Phylum:Actinomycetota,Class:Actinomycetia,Order:Streptomycetales,Family:Streptomycetaceae,Genus:Streptomyces,Species:S. scabiei			
Scab: Fungal	Fungus						Calamansi,Cantaloupe,Citrus,Cucumber,Mandarin,Mango,Melon,Orange,Potato,Squash,Watermelon				
Scale insects	Insect						Banana,Banana (Cavendish),Citrus,Coconut,Fruit trees,Grapes,Mango,Ornamentals,Papaya,Pineapple,Sugarcane				
Scarab beetle white grubs	Insect		Phyllophaga spp				Sugarcane,Corn	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Suborder:Polyphaga,Infraorder:Scarabaeiformia,Family:Scarabaeidae,Subfamily:Melolonthinae,Tribe:Melolonthini,Genus:Phyllophaga,			
Scarring beetle	Insect						banana				
Sclerotinia rot	Fungus		Sclerotinia sclerotiorum	Sclerotinia minor			Carrot				
Sedges	Grass Weed						Banana,Banana (Cavendish),Cacao,Citrus,Coconut,Coffee,Corn,Grass,Lawns,Mango,Non-crop areas,Oil palm,Okra,Onion,Pineapple,Rice,Rubber,Soyabeans,Sugarcane,Turf grass,Vegetables	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Cyperaceae			
Seed borer	Insect						Mango				
Seed corn maggot	Insect						Corn,Sugarcane				
Seed mold	Fungus		Alternaria alternata	Gibberella fujikuroi,Fusarium moniliforme			Carrot				
Seedling blight	Fungus		Pythium spp.	Fusarium spp.,Diplodia spp.,Rhizoctonia spp.,Penicillium spp.			Corn,Oil palm				
Semi-Looper	Insect						Beans,Cabbage,Soyabeans,Stringbeans			http://www.plantdoctor.eastwestseed.com/insect-pests/semi-looper	
Semi-Slugs 	Mollusc		Pamarion martens				-				
Sensitive plant	Broadleaf Weed		Mimosa pudica				-	Domain:Eukarya,Kingdom:Plantae,Phylum:Anthophyta,Class:Dicotyledoneae,Order:Fabales,Family:Fabaceae,Genus:Mimosa	Fabaceae: pea family		
Septoria	Fungus						Celery,Cucumber,Cucurbits,Melon,Squash,Tomato,Watermelon				
Septoria fruit spot	Fungus						Cucumber,Cucurbits,Melon,Squash,Watermelon				
Septoria leaf spot	Fungus		Septoria lycopersici				Celery,Cucumber,Cucurbits,Melon,Squash,Tomato,Watermelon	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Capnodiales,Family:Mycosphaerellaceae,Genus:Septoria			
Sheath blight	Fungus		Rhizoctonia solani				Rice, soybean, bean, sorghum, corn, sugarcane, turfgrass	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Cantharellales,Family:Ceratobasidiaceae,Genus:Rhizoctonia	and weed hosts such as barnyard grass, crabgrass, and broadleaf signal grass		
Sheath rot	Fungus						Rice				
Shoot borer	Insect						Eggplant				
Shot hole disease	Fungus						Cabbage,Cauliflower,Lettuce				
Sigatoka	Fungus						Banana				
Silk beetle	Insect						Corn				
Silkworm	Insect						Corn,Cotton				
Silver scurf	Fungus		Helminthosporium solani				Potato				
Slugs	Mollusc						Banana,Banana (Cavendish),Chinese Cabbage,Cruciferae,Pineapple,Potted plants,Strawberry				
Smoky fruit disease	Fungus						Banana				
Smooth beggarticks	Broadleaf Weed		Bidens laevis		Larger bur-marigold		NULL				
Snails	Mollusc						Chinese Cabbage,Cruciferae,Strawberry				
Soil insects	Insect						Cowpea,Soyabeans				
Soil pests	Insect						Banana				
Sooty mold	Fungus						Mango				
Sooty rot	Fungus		Aspergillus niger				Carrot				
Sour paspalum grass	Fungus						Banana,Cacao,Citrus,Coffee,Cotton,Oil palm,Onion,Pineapple,Ramie,Rubber,Soyabeans,Tomato				
Sour rot	Fungus		Geotrichum candidum				Carrot				
Souring beetle	Insect						Pineapple				
Southern blight	Fungus		Athelia rolfsii	Sclerotium rolfsii			Carrot				
Spear rot	Fungus						Asparagus				
Speckled carrot	Physiological		Genetic disorder				Carrot				
Spider mites	Mite						Grapes,Mango,Ornamentals,Papaya			http://www.plantdoctor.eastwestseed.com/insect-pests/red-spider-mites	
Spindletop	Fungus						Corn				
Spiral Nematodes	Nematode						Pineapple				
Spotted Stem Borer	Insect	Moth	Chilo partellus				Corn,Millet,Rice,Sorghum,Sugarcane			http://www.knowledgebank.irri.org/images/docs/managing-rice-stem-borers-in-rice-wheat-systems.pdf	
Squash beetle	Insect						Cucurbits,Melon,Watermelon				
Squash blight	Fungus		Phytophthora capsici		Phytophthora blight		Cucurbits,Squash,Eggplant				
Squash bug	Insect						Cowpea,Cucumber,Cucurbits,Legumes,Melon,Mungbeans,Soyabeans,Watermelon				
Stem blight	Fungus						Asparagus				
Stem borer	Insect						Corn,Mango,Rice,Watermelon				
Stem end rot	Fungus						Pepper				
Stem rot	Fungus						Okra,Rice				
Stem spot	Fungus		Diaporthe arctii				Carrot				
Stemphylium leaf blight	Fungus		Stemphylium sp.				Garlic	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Stemphylium			
Sting nematode	Nematode		Belonolaimus longicaudatus				Carrot				
Stink bug	Insect						Citrus,Cowpea,Legumes,Mungbeans,Soyabeans				
Stored grain pests	Insect						,Stored grain				
Strawberry leaf spot	Fungus						Strawberry				
Stubby-root nematodes	Nematode		Trichodorus				Carrot				
Sugarcane borer	Insect		Chilo sacchariphagus:sugarcane internode spotted borer	Sesamia inferens: pink borer,Argyroploce schistaceana:white borer			Sugarcane				
Sugarcane white grub	Insect						Banana,Corn,Perennial fruits,Pineapple,Sugarcane				
Symphylids	Insect						NULL				
Termites	Insect						Sugarcane				
Tip hoppers	Insect						Mango				
Tip rot	Fungus		Numerous pathogens				Carrot				
Tipborer	Insect						-				
Tobacco brown leaf spot	Fungus		Alternaria longipes				Tobacco	KingdomFungi,PhylumAscomycota,SubphylumPezizomycotina,ClassDothideomycetes,SubclassPleosporomycetidae,OrderPleosporales,FamilyPleosporaceae,GenusAlternaria,			
Tobacco budworm	Insect	Moth	Helicoverpa assulta				Alfalfa,Clover,Cotton,Flax,Soybean,Tobacco,Cabbage,Cantaloupe,Lettuce,Pea,Pepper,Pigeonpea,Squash,Tomato,Ornamentals,Sitao,Solanaceae	Kingdom:AnimaliaPhylum:ArthropodaClass:InsectaOrder:LepidopteraFamily:NoctuidaeGenus:Chloridea			
Tomato Anthracnose	Fungus		Collectotrichum cocodes		Potato black dot disease		Tomato,Potato				
Tomato blight	Oomycete		Phytophthora infestans				Tomato				
Tropical whiteweed	Fungus						Corn				
Twig borer	Insect						Mango				
Twigcutter	Insect						Mango				
Twister disease	Fungus		Colletotrichum gloeosporioides	Fusarium fujikuroi			Onion				
Umbel blight	Fungus		Colletotrichum gloeosporioides				Carrot				
Variable flatsedge	Grass weed		Cyperus difformis		Smallflower umbrella-sedge,Rice sedge	Ubod-ubod	Rice				
Violet root rot	Fungus		Helicobasidium brebissonii	Helicobasidium purpureum,Rhizoctonia crocorum			Carrot				
Volunteer rice	Fungus						Onion				
Watery soft rot	Fungus		Sclerotinia sclerotiorum	Sclerotinia minor,Sclerotium rolfsii,Botrytis cinerea			Carrot				
Web worm	Insect						Sorghum				
Weeds	Weed						Banana,Banana (Cavendish),Beans,Cacao,Carrot,Cassava,Celery,Citrus,Coconut,Coffee,Corn,Cotton,Garlic,Grass,Lawns,Mango,Non-crop areas,Oil palm,Okra,Onion,Peanut,peas,Pineapple,Potato,Rice,Rubber,Sorghum,Soyabeans,Sugarcane,Tobacco,Tomato,Turf grass,Vegetables				
Weevils	Insect						Cotton,Sweet potato,White potato				
Wet bud rot	Fungus						Coconut				
Wheat	Fungus						NULL				
White backed planthopper	Insect						Rice				
White fly	Insect						Cabbage,Citrus,Cotton,Eggplant,Potato,Stringbeans,Tobacco,Tomato,Watermelon				
White grub	Insect						Banana,Corn,Perennial fruits,Pineapple,Soyabeans,Sugarcane				
White leaf spot 	Fungus						Brassicas				
White rust: Brassicas	Oomycete		Albugo candida				Brassicas				
White rust: Chrysanthemum	Oomycete		Puccinia horiana				Chrysanthemum				
White Blister Rust	Oomycete		Albugo occidentalis				Spinnach				
White rust: Beet	Oomycete		Wilsoniana bliti,				Amaranth,Beets,Lambs quarters				
White spot	Fungus						Corn				
White stem borer	Insect	Moth	Scirpophaga innotata				Rice		important pest in rainfed wetland rice. It can cause outbreaks and destroy rice fields		
Wild rice	Fungus						Onion,Rice				
Wild sugarcane 	Grass		Saccharum spontaneum			Talahib grass	Banana,Cacao,Citrus,Coconut,Coffee,Corn,Mango,Non-crop areas,Oil palm,Rubber,Sugarcane,Vegetables	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Panicoideae,Genus:Saccharum			
Yellow sigatoka	Fungus						Banana				
Alternaria abietis	Fungus		Alternaria abietis								
Alternaria abundans	Fungus		Alternaria abundans								
Alternaria abutilonis	Fungus		Alternaria abutilonis								
Alternaria acalyphae	Fungus		Alternaria acalyphae								
Alternaria acalyphicola	Fungus		Alternaria acalyphicola								
Alternaria achyranthis	Fungus		Alternaria achyranthis								
Alternaria aconidiophora	Fungus		Alternaria aconidiophora								
Alternaria actinophylla	Fungus		Alternaria actinophylla								
Alternaria africana	Fungus		Alternaria africana								
Alternaria agerati	Fungus		Alternaria agerati								
Alternaria agripestis	Fungus		Alternaria agripestis								
Alternaria ailanthi	Fungus		Alternaria ailanthi								
Alternaria albiziae	Fungus		Alternaria albiziae								
Alternaria aliena	Fungus		Alternaria aliena								
Alternaria allii	Fungus		Alternaria allii	/wiki/Alternaria_allii							
Alternaria allii-tuberosi	Fungus		Alternaria allii-tuberosi								
Alternaria alocasiae	Fungus		Alternaria alocasiae								
Alternaria alstroemeriae	Fungus		Alternaria alstroemeriae								
Alternaria altccampina	Fungus		Alternaria altccampina								
Alternaria alternantherae	Fungus		Alternaria alternantherae								
Alternaria alternariacida	Fungus		Alternaria alternariacida								
Alternaria alternariae	Fungus		Alternaria alternariae								
Alternaria alternarina	Fungus		Alternaria alternarina								
Alternaria altcernata	Fungus		Alternaria altcernata								
Alternaria amaranthi	Fungus		Alternaria amaranthi								
Alternaria americana	Fungus		Alternaria americana								
Alternaria ammopiptanthi	Fungus		Alternaria ammopiptanthi								
Alternaria amorphophalli	Fungus		Alternaria amorphophalli								
Alternaria amphicarpaeae	Fungus		Alternaria amphicarpaeae								
Alternaria anagallidis	Fungus		Alternaria anagallidis								
Alternaria angustiovoidea	Fungus		Alternaria angustiovoidea								
Alternaria anigozanthi	Fungus		Alternaria anigozanthi								
Alternaria anodae	Fungus		Alternaria anodae								
Alternaria anthropophila	Fungus		Alternaria anthropophila								
Alternaria anthyllidis	Fungus		Alternaria anthyllidis								
Alternaria aquaeductua	Fungus		Alternaria aquaeductua								
Alternaria aracearum	Fungus		Alternaria aracearum								
Alternaria arachidis	Fungus		Alternaria arachidis	/wiki/Alternaria_arachidis							
Alternaria aragakii	Fungus		Alternaria aragakii								
Alternaria arborescens	Fungus		Alternaria arborescens								
Alternaria arbusti	Fungus		Alternaria arbusti								
Alternaria arctoseptata	Fungus		Alternaria arctoseptata								
Alternaria argyranthemi	Fungus		Alternaria argyranthemi								
Alternaria argyroxiphii	Fungus		Alternaria argyroxiphii								
Alternaria armeniacae	Fungus		Alternaria armeniacae								
Alternaria armoraciae	Fungus		Alternaria armoraciae								
Alternaria arrhenatheri	Fungus		Alternaria arrhenatheri								
Alternaria arundinis	Fungus		Alternaria arundinis								
Alternaria ascaloniae	Fungus		Alternaria ascaloniae								
Alternaria asclepiadea	Fungus		Alternaria asclepiadea								
Alternaria aspera	Fungus		Alternaria aspera								
Alternaria asphodeli	Fungus		Alternaria asphodeli								
Alternaria astragali	Fungus		Alternaria astragali								
Alternaria astragalicola	Fungus		Alternaria astragalicola								
Alternaria atra	Fungus		Alternaria atra								
Alternaria atrans	Fungus		Alternaria atrans								
Alternaria atrobrunnea	Fungus		Alternaria atrobrunnea								
Alternaria atrocariis	Fungus		Alternaria atrocariis								
Alternaria avenicola	Fungus		Alternaria avenicola								
Alternaria axiaeriisporifera	Fungus		Alternaria axiaeriisporifera								
Alternaria azadirachtae	Fungus		Alternaria azadirachtae								
Alternaria azukiae	Fungus		Alternaria azukiae								
Alternaria bannaensis	Fungus		Alternaria bannaensis								
Alternaria banyan	Fungus		Alternaria banyan								
Alternaria baoshanensis	Fungus		Alternaria baoshanensis								
Alternaria barbata	Fungus		Alternaria barbata								
Alternaria basellae	Fungus		Alternaria basellae								
Alternaria bataticola	Fungus		Alternaria bataticola								
Alternaria bauhiniae	Fungus		Alternaria bauhiniae								
Alternaria beringelae	Fungus		Alternaria beringelae								
Alternaria betae-kenyensis	Fungus		Alternaria betae-kenyensis								
Alternaria beticola	Fungus		Alternaria beticola								
Alternaria betulae	Fungus		Alternaria betulae								
Alternaria biproliformis	Fungus		Alternaria biproliformis								
Alternaria blumeae	Fungus		Alternaria blumeae								
Alternaria bokurai	Fungus		Alternaria bokurai								
Alternaria bonducellae	Fungus		Alternaria bonducellae								
Alternaria bornmuelleri	Fungus		Alternaria bornmuelleri								
Alternaria botryospora	Fungus		Alternaria botryospora								
Alternaria botrytis	Fungus		Alternaria botrytis								
Alternaria brasiliensis	Fungus		Alternaria brasiliensis								
Alternaria brassicae	Fungus		Alternaria brassicae	/wiki/Alternaria_brassicae							
Alternaria brassicae-pekinensis	Fungus		Alternaria brassicae-pekinensis								
Alternaria brassicicola	Fungus		Alternaria brassicicola	/wiki/Alternaria_brassicicola							
Alternaria brassicinae	Fungus		Alternaria brassicinae								
Alternaria bresadolae	Fungus		Alternaria bresadolae								
Alternaria breviconidiophora	Fungus		Alternaria breviconidiophora								
Alternaria breviramosa	Fungus		Alternaria breviramosa								
Alternaria brevirostra	Fungus		Alternaria brevirostra								
Alternaria breviseptata	Fungus		Alternaria breviseptata								
Alternaria brevispora	Fungus		Alternaria brevispora								
Alternaria broccoli-italicae	Fungus		Alternaria broccoli-italicae								
Alternaria broussonetiae	Fungus		Alternaria broussonetiae								
Alternaria brunnea	Fungus		Alternaria brunnea								
Alternaria bryophylli	Fungus		Alternaria bryophylli								
Alternaria bundelkhandae	Fungus		Alternaria bundelkhandae								
Alternaria burnsii	Fungus		Alternaria burnsii								
Alternaria caespitosa	Fungus		Alternaria caespitosa								
Alternaria cajani	Fungus		Alternaria cajani								
Alternaria calendulae	Fungus		Alternaria calendulae								
Alternaria californica	Fungus		Alternaria californica								
Alternaria calycanthi	Fungus		Alternaria calycanthi								
Alternaria calycipyricola	Fungus		Alternaria calycipyricola								
Alternaria camelliae	Fungus		Alternaria camelliae								
Alternaria cantlous	Fungus		Alternaria cantlous								
Alternaria capsici	Fungus		Alternaria capsici								
Alternaria capsici-annui	Fungus		Alternaria capsici-annui								
