id	pathogen_nm	url	image	taxonomy	binomial_nm	synonyms	status
154	Corn bacterial leaf blight 	https://en.wikipedia.org/wiki/Pseudomonas	https://upload.wikimedia.org/wikipedia/commons/2/2d/Issoria_lathonia.jpg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Gammaproteobacteria,Order:Pseudomonadales,Family:Pseudomonadaceae,Genus:PseudomonasMigula 1894		Stutzerimonas Lalucat,Flavimonas Holmes,Chryseomonas Holmes,Serpens Hespell	
155	Corn blight	https://en.wikipedia.org/wiki/Bipolaris	https://upload.wikimedia.org/wikipedia/commons/8/8e/Bipolaris_leaf_blight_of_Kentia_palm_caused_by_Bipolaris_incurvata_%288247859592%29.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:BipolarisShoemaker (1959)			 020: Synonym (taxonomy) row not found>
156	Corn borer						 page not found 010: table not supplied
157	Corn brown spot	https://en.wikipedia.org/wiki/Physoderma_maydis	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Blastocladiomycota,Class:Physodermatomycetes,Order:Physodermatales,Family:Physodermataceae,Genus:Physoderma	Physoderma maydis		 020: Synonym (taxonomy) row not found>
158	Corn earworm	https://en.wikipedia.org/wiki/Corn_earworm	https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg				 010: table not supplied
159	Corn eyespot						 page not found 010: table not supplied
160	Corn rust						 page not found 010: table not supplied
161	Corn seedling						 page not found 010: table not supplied
162	Corn weevil						 page not found 010: table not supplied
163	Cotton bollworm	https://en.wikipedia.org/wiki/Cotton_bollworm	https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg				 010: table not supplied
164	Cotton leafworm	https://en.wikipedia.org/wiki/Spodoptera_litura	https://upload.wikimedia.org/wikipedia/commons/1/1f/Male_moth_of_Spodoptera_litura.jpg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Spodoptera	Spodoptera litura	Noctua litura,Noctua histrionica,Noctua elata,Prodenia ciligera,Prodenia tasmanica,Prodenia subterminalis,Prodenia glaucistriga,Prodenia declinata,Mamestra albisparsa,Prodenia evanescens,Orthosia conjuncta	
165	Cotton stainer bug						 page not found 010: table not supplied
166	Cottony rot	https://en.wikipedia.org/wiki/Sclerotinia	https://upload.wikimedia.org/wikipedia/commons/a/a3/Sclerotinia_sulcata_352526.jpg	Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:SclerotiniaFuckel (1870)			 020: Synonym (taxonomy) row not found>
167	Crabgrass	https://en.wikipedia.org/wiki/Digitaria_sanguinalis	https://upload.wikimedia.org/wikipedia/commons/8/80/Digitaria_sanguinalis.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Panicoideae,Genus:Digitaria	Digitaria sanguinalis	* Asperella,* Cynodon,* Dactilon,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Digitaria,* Leptochloa,* Milium,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Panicum,* Paspalum,* Paspalum,* Paspalum,* Paspalum,* Sanguinaria,* Syntherisma,* Syntherisma,* Syntherisma,* Syntherisma	
168	Crater rot	https://en.wikipedia.org/wiki/Athelia_arachnoidea	https://upload.wikimedia.org/wikipedia/commons/e/e4/Athelia_arachnoidea_%28Berk.%29_J%C3%BClich_402467.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Atheliales,Family:Atheliaceae,Genus:Athelia	Athelia arachnoidea	Corticium arachnoideum,Terana arachnoidea,Athelia epiphylla,Hypochnus bisporus,Corticium bisporum,Corticium centrifugum,Athelia bispora,Rhizoctonia carotae,Fibularhizoctonia carotae	
169	Crickets						 page not found 010: table not supplied
170	Crowfoot grass						 page not found 010: table not supplied
171	Crown and spear rot						 page not found 010: table not supplied
172	Crown gall	https://en.wikipedia.org/wiki/Agrobacterium_tumefaciens	https://upload.wikimedia.org/wikipedia/commons/3/3b/A_tumefaciens_disease_cycle.jpg	Domain:Bacteria,Phylum:Pseudomonadota,Class:Alphaproteobacteria,Order:Hyphomicrobiales,Family:Rhizobiaceae,Genus:Agrobacterium	Agrobacterium tumefaciens	Bacterium tumefaciens,Pseudomonas tumefaciens,Phytomonas tumefaciens,Polymonas tumefaciens,Agrobacterium fabacearum	
173	Crown rot: Asparagus						 caught ex: IndexError: list index out of range page not found 010: table not supplied
174	Crown rot: Carrot	https://en.wikipedia.org/wiki/Rhizoctonia_solani	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Basidiomycota,Class:Agaricomycetes,Order:Cantharellales,Family:Ceratobasidiaceae,Genus:Rhizoctonia	Rhizoctonia solani	Moniliopsis solani	
175	Cucumber blight	https://en.wikipedia.org/wiki/Alternaria_cucumerina	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria	Alternaria cucumerina	Alternaria brassicae,Alternaria brassicae,Alternaria cyamopsidis,Alternaria cucumerina,Alternaria nigrescens,Macrosporium cucumerinum	
176	Cucumber Gummy stem blight	https://en.wikipedia.org/wiki/Didymella_bryoniae	https://upload.wikimedia.org/wikipedia/commons/f/f8/Didymella_bryoniae.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Didymellaceae,Genus:Didymella	Didymella bryoniae	Ascochyta citrullina,Ascochyta cucumis,Ascochyta melonis,Cercospora cucurbitae,Didymella effusa,Didymella melonis,Didymosphaeria bryoniae,Didymosphaeria effusa,Didymosphaeria melonis,Diplodina citrullina,Mycosphaerella citrullina,Mycosphaerella cucumis,Mycosphaerella melonis,Phyllosticta citrullina,Sphaerella bryoniae,Sphaerella citrullina,Sphaeria bryoniae	
177	Cucumber mosaic	https://en.wikipedia.org/wiki/Cucumber_mosaic_virus	https://upload.wikimedia.org/wikipedia/commons/3/3d/CMVCd.jpg	Kingdom:Orthornavirae,Phylum:Kitrinoviricota,Class:Alsuviricetes,Order:Martellivirales,Family:Bromoviridae,Genus:Cucumovirus		banana infectious,coleus mosaic,cowpea banding,cowpea ringspot,cucumber virus,lily ringspot,pea top,peanut yellow,southern celery,soybean stunt,spinach blight,tomato fern,pea western	
178	Cucurbit Alternaria Leaf Blight	https://en.wikipedia.org/wiki/Alternaria_cucumerina	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria	Alternaria cucumerina	Alternaria brassicae,Alternaria brassicae,Alternaria cyamopsidis,Alternaria cucumerina,Alternaria nigrescens,Macrosporium cucumerinum	
179	Cucurbit beetle	https://en.wikipedia.org/wiki/Aulacophora	https://upload.wikimedia.org/wikipedia/commons/8/8e/Aulacophora_nigripennis1.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Chrysomelidae,Subfamily:Galerucinae,Genus:AulacophoraChevrolat in Dejean, 1836		Raphidopalpa Chevrolat,Acutipalpa Rosenhauer,,Rhaphidopalpa Rosenhauer,,Ceratia Chapuis,,Triaplatys Fairmaire,,Cerania Weise,,Orthaulaca Weise,,Pachypalpa Weise,,Sphaerarthra Weise,	
180	Cucurbits Anthracnose	https://en.wikipedia.org/wiki/Colletotrichum_orbiculare	https://upload.wikimedia.org/wikipedia/commons/2/2f/Colletotrichum_orbiculare_1.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Glomerellales,Family:Glomerellaceae,Genus:Colletotrichum	Colletotrichum orbiculare	Colletotrichum lagenaria,Colletotrichum oligochaetum,Cytospora orbicularis,Fusarium lagenaria,Gloeosporium lagenaria,Gloeosporium orbiculare,Glomerella cingulata,Glomerella lagenaria,Glomerella lagenaria,Myxosporium orbiculare,Sirogloea orbicularis	
181	Curly top	https://en.wikipedia.org/wiki/List_of_carrot_diseases	https://upload.wikimedia.org/wikipedia/en/9/96/Symbol_category_class.svg				 010: table not supplied
182	Cutworm	https://en.wikipedia.org/wiki/Cutworm	https://upload.wikimedia.org/wikipedia/commons/2/2a/Neil_Phillips_-_Large_Yellow_Underwing_caterpiller_%28by%29.jpg				 010: table not supplied
183	Cyperaceous weeds						 page not found 010: table not supplied
184	Cyperus	https://en.wikipedia.org/wiki/Cyperus	https://upload.wikimedia.org/wikipedia/commons/9/9b/Cyperus_diffusus1.jpg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Cyperaceae,Genus:CyperusL.		Acorellus Palla,Adupla Bosc,Aliniella J.Raynal,,Alinula J.Raynal,Androcoma Nees,Androtrichum (Brongn.),Anosporum Nees,Antrolepis Welw.,Ascolepis Nees,Ascopholis C.E.C.Fisch.,Atomostylis Steud.,Borabora Steud.,Chlorocyperus Rikli,Comostemum Nees,Courtoisina Soják,Crepidocarpus Klotzsch,Cylindrolepis Boeckeler,Cyprolepis Steud.,Diclidium Schrad.,Didymia Phil.,Distimus Raf.,Duval-jouvea Palla,Epiphystis Trin.,Eucyperus Rikli,Galilea Parl.,Hedychloe Raf.,Hemicarpha Nees,Hydroschoenus Zoll.,Hypaelyptum Vahl,Indocourtoisia Bennet,Juncellus C.B.Clarke,Killinga T.Lestib.,Kyllinga Rottb.,Kyllingiella R.W.Haines,Lipocarpha R.Br.,Lyprolepis Steud.,Mariscopsis Cherm.,Marisculus Goetgh,Mariscus Gaertn.,,Mariscus Vahl,,Megarrhena Schrad.,Opetiola Gaertn.,Oxycaryum Nees,Papyrus Willd.,Platylepis Kunth,Pseudomariscus Rauschert,Pterachne Schrad.,Pterocyperus Opiz,Pterogyne Schrad.,Pycreus P.Beauv.,Queenslandiella Domin,Raynalia Soják,Remirea Aubl.,Rikliella J.Raynal,Sorostachys Steud.,Sphaerocyperus Lye,Sphaeromariscus E.G.Camus,Thryocephalon J.R.Forst.,Torreya Raf.,Torulinium Desv.,Trentepohlia Boeckeler,Ungeria Nees,Volkiella Merxm.	
185	Cyst nematode	https://en.wikipedia.org/wiki/Heterodera_carotae	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Animalia,Phylum:Nematoda,Class:Secernentea,Order:Tylenchida,Family:Heteroderidae,Genus:Heterodera	Heterodera carotae		 020: Synonym (taxonomy) row not found>
186	Dagger nematode	https://en.wikipedia.org/wiki/Xiphinema	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Nematoda,Class:Enoplea,Order:Dorylaimida,Family:Longidoridae,Genus:XiphinemaCobb, 1913			 020: Synonym (taxonomy) row not found>
187	Damping off	https://en.wikipedia.org/wiki/Damping_off	https://upload.wikimedia.org/wikipedia/commons/0/00/Pinus_taeda_seedling_damping_off_%28cropped%29.jpg				 010: table not supplied
188	Damping-off	https://en.wikipedia.org/wiki/Pythium	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:PythiumPringsheim, 1858			 020: Synonym (taxonomy) row not found>
189	Diamond fruit spot						 page not found 010: table not supplied
190	Diamondback moth	https://en.wikipedia.org/wiki/Diamondback_moth	https://upload.wikimedia.org/wikipedia/commons/9/9f/Chrysoperla_zlotook_pospolity.jpg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Plutellidae,Genus:Plutella	Plutella xylostella	Phalaena xylostella,Phalaena xylostella,Phalaena tinea,Cerostoma xylostella,Cerostoma maculipennis,Plutella maculipennis,Plutella albovenosa,Plutella karsholtella,Plutella cruciferarum,Plutella brassicella,Plutella limbipennella,Plutella mollipedella,Gelechia cicerella,Tinea galeatella,Plutella dubiosella,Plutella dudiosalla	
191	Dieback of carrots	https://en.wikipedia.org/wiki/Pythium	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:PythiumPringsheim, 1858			 020: Synonym (taxonomy) row not found>
192	Diplodia ear rot	https://en.wikipedia.org/wiki/Stenocarpella_maydis	https://upload.wikimedia.org/wikipedia/commons/6/69/Corn_Diplodia_disease_cycle_Crop_Protection_Network.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Diaporthales,Family:Diaporthaceae,Genus:Stenocarpella	Stenocarpella maydis		 020: Synonym (taxonomy) row not found>
193	Diplodia leaf spot						 page not found 010: table not supplied
194	Diplodia stem end rot	https://en.wikipedia.org/wiki/Lasiodiplodia_theobromae	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Botryosphaeriales,Family:Botryosphaeriaceae,Genus:Lasiodiplodia	Lasiodiplodia theobromae	Botryodiplodia ananassae,Botryodiplodia elasticae,Botryodiplodia theobromae,Botryodiplodia tubericola,Botryosphaeria rhodina,Chaetodiplodia grisea,Diplodia ananassae,Diplodia gossypina,Diplodia theobromae,Diplodia tubericola,Lasiodiplodia nigra,Lasiodiplodia triflorae,Lasiodiplodia tubericola,Lasiodiplodiella triflorae,Macrophoma vestita	
195	Dirty panicle						 page not found 010: table not supplied
196	Downy mildew	https://en.wikipedia.org/wiki/Peronosporaceae	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae			 020: Synonym (taxonomy) row not found>
197	Ear rot						 page not found 010: table not supplied
198	Early blight	https://en.wikipedia.org/wiki/Alternaria_solani	https://upload.wikimedia.org/wikipedia/commons/0/04/Alternaria_solani_-_leaf_lesions.jpg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Pleosporales,Family:Pleosporaceae,Genus:Alternaria	Alternaria solani	Alternaria solani,Macrosporium solani	
199	Earthworm	https://en.wikipedia.org/wiki/Earthworm	https://upload.wikimedia.org/wikipedia/commons/7/77/Close_up_of_earthworm.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Annelida,Clade:Pleistoannelida,Clade:Sedentaria,Class:Clitellata,Order:Opisthopora			 020: Synonym (taxonomy) row not found>
200	Earworm	https://en.wikipedia.org/wiki/Earworm	https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg				 010: table not supplied
201	East Indian crabgrass	https://en.wikipedia.org/wiki/Digitaria_setigera	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Monocots,Clade:Commelinids,Order:Poales,Family:Poaceae,Subfamily:Panicoideae,Genus:Digitaria	Digitaria setigera		 020: Synonym (taxonomy) row not found>
202	Echinochloa spp.						 page not found 010: table not supplied
203	Eggplant blight	https://en.wikipedia.org/wiki/Phytophthora_capsici	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Peronosporaceae,Genus:Phytophthora	Phytophthora capsici	Phytophthora parasitica	
204	Eggplant fruit & shoot borer	https://en.wikipedia.org/wiki/Leucinodes_orbonalis	https://upload.wikimedia.org/wikipedia/commons/7/78/Definition_of_Free_Cultural_Works_logo_notext.svg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Genus:Leucinodes	Leucinodes orbonalis		 020: Synonym (taxonomy) row not found>
205	Egyptian cotton leafworm						 page not found 010: table not supplied
206	Eutypa dieback						 page not found 010: table not supplied
207	Fall Armyworm	https://en.wikipedia.org/wiki/Fall_armyworm	https://upload.wikimedia.org/wikipedia/commons/0/05/-_9666_%E2%80%93_Spodoptera_frugiperda_%E2%80%93_Fall_Armyworm_Moth_%2814862753532%29.jpg	:Domain:,Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Noctuidae,Genus:Spodoptera	Spodoptera frugiperda		 020: Synonym (taxonomy) row not found>
208	Fern grass						 page not found 010: table not supplied
209	Field bindweed						 page not found 010: table not supplied
210	Field crickets						 page not found 010: table not supplied
211	Field rats						 page not found 010: table not supplied
212	Fimbry Sedge						 page not found 010: table not supplied
213	Finger rot						 page not found 010: table not supplied
214	Fireweed	https://en.wikipedia.org/wiki/Crassocephalum_crepidioides	https://upload.wikimedia.org/wikipedia/commons/f/f3/Crassocephalum_crepidioides_by_kadavoor.JPG	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Asterids,Order:Asterales,Family:Asteraceae,Genus:Crassocephalum	Crassocephalum crepidioides	Gynura crepidioides,Crassocephalum diversifolium,Gynura diversifolia,Gynura microcephala,Gynura polycephala,Senecio crepidioides,Senecio diversifolius	
215	Flea beetle	https://en.wikipedia.org/wiki/Flea_beetle	https://upload.wikimedia.org/wikipedia/commons/4/4c/Altica.lythri.jpg	Domain:Eukaryota,Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Coleoptera,Infraorder:Cucujiformia,Family:Chrysomelidae,Subfamily:Galerucinae			 020: Synonym (taxonomy) row not found>
216	Flies						 page not found 010: table not supplied
217	Flower weevil						 page not found 010: table not supplied
218	Forking, brown root	https://en.wikipedia.org/wiki/Pythium	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Domain:Eukaryota,Clade:Diaphoretickes,Clade:SAR,Clade:Stramenopiles,Phylum:Oomycota,Order:Peronosporales,Family:Pythiaceae,Genus:PythiumPringsheim, 1858			 020: Synonym (taxonomy) row not found>
219	Frogeye leaf spot						 page not found 010: table not supplied
220	Fruit and shoot borer						 page not found 010: table not supplied
221	Fruit borer						 page not found 010: table not supplied
222	Fruit fly						 caught ex: DisambiguationError:
['Drosophilidae', 'Drosophila', 'Drosophila melanogaster', 'Drosophila suzukii', 'Tephritidae', 'melon fly', 'Bactrocera oleae', 'Bactrocera tryoni', 'Vidalia (fly)', 'Ceratitis capitata', 'Fruit Fly (film)', 'Fruit (slang) §\xa0Fruit fly'] 010: table not supplied							
223	Fruit rot	https://en.wikipedia.org/wiki/Fruit_rot	https://upload.wikimedia.org/wikipedia/commons/8/8c/DAB_list_gray.svg				 010: table not supplied
224	Fruit spot						 page not found 010: table not supplied
225	Fruitlet core rot						 caught ex: IndexError: list index out of range page not found 010: table not supplied
226	Fruitworm						 page not found 010: table not supplied
227	Fungal pests						 page not found 010: table not supplied
228	Fusariosis						 caught ex: IndexError: list index out of range page not found 010: table not supplied
229	Fusarium	https://en.wikipedia.org/wiki/Fusarium	https://upload.wikimedia.org/wikipedia/commons/d/d7/Fusarium_Micro_and_Macro_conidia.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Family:Nectriaceae,Genus:FusariumLink (1809)[1]		Bidenticula Deighton,Cyanonectria Samuels,Disco-fusarium Petch,Fusidomus Grove,Fusisporium Link,Geejayessia Schroers,,Gibberella Sacc.,Gibberella subgen.,Haematonectria Samuels,Hyaloflorea Bat.,Lachnidium Giard,Lisea Sacc.,Lisiella (Cooke,Neocosmospora E.F.Sm.,Nothofusarium Crous,,Pionnotes Fr.,Pseudofusarium Matsush.,Pycnofusarium Punith.,Rachisia Lindner,Selenosporium Corda,Septorella Allesch.,Sporotrichella P.Karst.,Stagonostroma Died.,Trichofusarium Bubák,Ustilaginoidella Essed	
230	Fusarium Basal Rot	https://en.wikipedia.org/wiki/Fusarium	https://upload.wikimedia.org/wikipedia/commons/d/d7/Fusarium_Micro_and_Macro_conidia.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Family:Nectriaceae,Genus:FusariumLink (1809)[1]		Bidenticula Deighton,Cyanonectria Samuels,Disco-fusarium Petch,Fusidomus Grove,Fusisporium Link,Geejayessia Schroers,,Gibberella Sacc.,Gibberella subgen.,Haematonectria Samuels,Hyaloflorea Bat.,Lachnidium Giard,Lisea Sacc.,Lisiella (Cooke,Neocosmospora E.F.Sm.,Nothofusarium Crous,,Pionnotes Fr.,Pseudofusarium Matsush.,Pycnofusarium Punith.,Rachisia Lindner,Selenosporium Corda,Septorella Allesch.,Sporotrichella P.Karst.,Stagonostroma Died.,Trichofusarium Bubák,Ustilaginoidella Essed	
231	Fusarium dry rot	https://en.wikipedia.org/wiki/Fusarium_oxysporum_f.sp._cubense	https://upload.wikimedia.org/wikipedia/commons/6/65/Fusarium_Oxysporum_F.SP._Cubense_Pronunciation.ogg	Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Family:Nectriaceae,Genus:Fusarium	Fusarium odoratissimum	Foc	
232	Fusarium fruit rot						 page not found 010: table not supplied
233	Fusarium pallidoroseum	https://en.wikipedia.org/wiki/Fusarium_pallidoroseum	https://upload.wikimedia.org/wikipedia/commons/5/56/Cordyceps_capitata.jpg	Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Family:Nectriaceae,Genus:Fusarium	Fusarium pallidoroseum	Fusisporium pallidoroseum,Fusarium semitectum,Fusarium pallidoroseum	
234	Fusarium solani	https://en.wikipedia.org/wiki/Fusarium_solani	https://upload.wikimedia.org/wikipedia/commons/d/db/Fusarium_solani_%28257_25%29_Cultured_and_stained_deuteromycetes.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Family:Nectriaceae,Genus:Fusarium	Fusarium solani	Fusisporium solani,Fusarium solani,Neocosmospora solani,Fusarium martii,Nectria cancri,Fusarium striatum,Fusarium solani,Cephalosporium keratoplasticum,Fusarium solani,Cylindrocarpon vaginae	
235	Fusarium spp.						 page not found 010: table not supplied
236	Fusarium wilt	https://en.wikipedia.org/wiki/Fusarium_oxysporum	https://upload.wikimedia.org/wikipedia/commons/f/f9/K7725-1-sm.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Sordariomycetes,Order:Hypocreales,Family:Nectriaceae,Genus:Fusarium	Fusarium oxysporum		 020: Synonym (taxonomy) row not found>
237	Garlic,Onion blight	https://en.wikipedia.org/wiki/Botrytis_squamosa	https://upload.wikimedia.org/wikipedia/commons/2/2e/Botrytis_squamosa_on_Cepa_allium%2C_bladvlekkenziekte_op_ui.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:Botrytis	Botrytis squamosa		 020: Synonym (taxonomy) row not found>
238	Giant african snail						 page not found 010: table not supplied
239	Giant hygro	https://en.wikipedia.org/wiki/Hygrophila_corymbosa	https://upload.wikimedia.org/wikipedia/commons/e/ee/Hygrophila_corymbosa_siamensis.JPG	Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Asterids,Order:Lamiales,Family:Acanthaceae,Genus:Hygrophila	Hygrophila corymbosa	Nomaphila stricta	
240	Giant sensitive plant	https://en.wikipedia.org/wiki/Mimosa_diplotricha	https://upload.wikimedia.org/wikipedia/commons/1/1d/Giant_false_sensitive_plant_%28Mimosa_diplotricha%29_from_Mindanao%2C_Philippines_1.jpg	:Mimosa diplotricha inflorescence and thorns,Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Rosids,Order:Fabales,Family:Fabaceae,Subfamily:Caesalpinioideae,Clade:Mimosoid clade,Genus:Mimosa	Mimosa diplotricha		 020: Synonym (taxonomy) row not found>
241	Golden apple snail						 page not found 010: table not supplied
242	Gold-fringed rice borer	https://en.wikipedia.org/wiki/Chilo_auricilius	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Animalia,Phylum:Arthropoda,Class:Insecta,Order:Lepidoptera,Family:Crambidae,Genus:Chilo	Chilo auricilius	Chilo popescugorji,Chilo auricilia	
243	Goosegrass	https://en.wikipedia.org/wiki/List_of_least_concern_plants	https://upload.wikimedia.org/wikipedia/commons/1/18/Circle_frame.svg				 010: table not supplied
244	Gooseweed	https://en.wikipedia.org/wiki/Sphenoclea_zeylanica	https://upload.wikimedia.org/wikipedia/commons/e/e8/Ipomoea_purpurea_2400px.jpg	:Botanical illustration,Kingdom:Plantae,Clade:Tracheophytes,Clade:Angiosperms,Clade:Eudicots,Clade:Asterids,Order:Solanales,Family:Sphenocleaceae,Genus:Sphenoclea	Sphenoclea zeylanica	Reichelia palustris,Reichelia palustris,Schrebera pongati,Pongatium indicum,Pongatium spongiosum,Pongatium zeylanicum,Rapinia herbacea,Sphenoclea pongatium	
245	Grain moth						 page not found 010: table not supplied
246	Grain weevil						 page not found 010: table not supplied
247	Grass Weeds						 page not found 010: table not supplied
248	Grasses						 page not found 010: table not supplied
249	Grasshoppers						 page not found 010: table not supplied
250	Gray leaf spot	https://en.wikipedia.org/wiki/Gray_leaf_spot	None				 010: table not supplied
251	Gray mold rot	https://en.wikipedia.org/wiki/Botrytis_cinerea	https://upload.wikimedia.org/wikipedia/commons/e/e4/Aardbei_Lambada_vruchtrot_Botrytis_cinerea.jpg	Domain:Eukaryota,Kingdom:Fungi,Division:Ascomycota,Class:Leotiomycetes,Order:Helotiales,Family:Sclerotiniaceae,Genus:Botrytis	Botrytis cinerea		 020: Synonym (taxonomy) row not found>
252	Greasy spot	https://en.wikipedia.org/wiki/Mycosphaerella_citri	https://upload.wikimedia.org/wikipedia/commons/8/8a/OOjs_UI_icon_edit-ltr.svg	Kingdom:Fungi,Division:Ascomycota,Class:Dothideomycetes,Order:Capnodiales,Family:Mycosphaerellaceae,Genus:Mycosphaerella	Mycosphaerella citri	Cercospora citri-grisea,Stenella citri-grisea	
253	Green leafhopper						 page not found 010: table not supplied
254	Grey leaf spot						 page not found 010: table not supplied
